universe.size,Cycle breaking,Grounding,answer,number.of.independent.pairs,instance,proportion.probabilistic,Propagating evidence,domain.size,Clark's completion,Total time,number.of.facts,number.of.variables,maximum.arity,number.of.predicates,DSharp compilation,maximum.number.of.nodes
128800400,0.0000,0.0014,1,23,5,0.5,0.0000,400,0.0000,0.2225,1000,2,3,8,0.0005,4
50300,,0.0135,,8,3,0.25,0.0000,100,,0.1891,1000,4,2,8,,8
32160000,0.0000,0.0015,1,21,0,0.25,0.0000,200,0.0000,2.1314,10000,4,3,8,0.0005,2
641600,0.0001,0.0014,0.3,17,7,0.75,0.0000,400,0.0000,0.2260,1000,2,2,8,0.0005,4
3200,,0.0033,,20,8,0.5,0.0000,400,,0.0909,1000,8,1,8,,8
2000200,0.0000,0.0011,1,1,6,0.25,0.0000,100,0.0000,0.1231,1000,8,3,4,0.0004,4
16000000,0.0002,0.0019,0.4,1,2,0.5,0.0000,200,0.0000,22.7129,100000,2,3,2,0.0005,4
1050200,0.0001,0.0015,0.2,12,3,0.75,0.0000,100,0.0000,1.6252,10000,4,3,8,0.0005,8
4020200,0.0001,0.0019,0.9,3,3,0.25,0.0000,100,0.0000,0.2252,1000,4,3,8,0.0007,2
64000400,0.0000,0.0010,1,1,5,0.25,0.0000,400,0.0000,1.5929,10000,2,3,2,0.0004,4
1600,0.0002,0.0028,0.604,12,2,0.75,0.0000,200,0.0000,0.1289,1200.0,2,1,8,0.0107,4
1600,0.0000,0.0046,1,6,1,0.75,0.0000,200,0.0000,0.1978,1000,2,1,8,0.0005,8
16120600,,0.0043,,27,7,0.5,0.0000,200,,25.5370,100000,4,3,8,,2
1600,,0.0110,,20,5,0.75,0.0002,200,,0.3204,1200.0,8,1,8,,8
60200,0.0001,0.0056,0.9,27,6,0.25,0.0000,100,0.0000,2.4993,10000,2,2,8,0.0008,2
240400,0.0001,0.0065,0.6,9,6,0.5,0.0002,200,0.0000,0.3168,1000,4,2,8,0.0006,8
240400,0.0000,0.0011,1,27,6,0.25,0.0000,200,0.0000,27.4949,100000,2,2,8,0.0003,2
3200,,0.0069,,9,1,0.75,0.0000,400,,0.1588,1000,4,1,8,,4
400,,0.0078,,5,2,0.25,0.0000,100,,0.0534,300.0,4,1,4,,2
1600,0.0003,0.9208,1,3,9,0.25,0.0000,200,0.0000,1.0582,1200.0,4,1,8,0.0003,8
3200,0.0004,0.0046,0.632,9,8,0.5,0.0000,400,0.0001,0.2593,1000,2,1,8,0.0373,4
16040200,,0.0088,,1,8,0.5,0.0000,200,,0.4188,1000,8,3,4,,4
200600,0.0001,0.0223,1,19,6,0.25,0.0000,200,0.0000,0.3902,1000,2,2,8,0.0006,2
60200,,0.0157,,9,6,0.75,0.0003,100,,0.4195,1000,4,2,8,,8
3010000,,0.1917,,1,2,0.25,0.0000,100,,36.3457,100000,8,3,4,,4
20200,,0.2023,,4,2,0.5,0.0000,100,,4.7050,15150.0,4,2,4,,8
4010300,0.0000,0.0094,1,27,1,0.5,0.0002,100,0.0000,4.0196,10000,4,3,8,0.0005,2
30100,0.0000,0.0063,1,4,6,0.5,0.0035,100,0.0001,6.1530,22575.0,4,2,4,0.0006,8
128320000,,0.1350,,6,0,0.25,0.0000,400,,31.7691,100000,4,3,4,,8
200600,,0.0051,,19,7,0.25,0.0000,200,,0.1817,1000,2,2,8,,2
400,,0.0232,,5,7,0.25,0.0000,100,,0.1186,300.0,2,1,4,,4
16000400,0.0002,0.0064,0.5,1,5,0.75,0.0002,200,0.0000,5.4158,10000,8,3,4,0.0008,4
30500,,0.0626,,20,8,0.5,0.0000,100,,7.2368,22875.0,8,2,8,,8
3020300,0.0001,0.0025,1,15,3,0.25,0.0000,100,0.0001,2.8104,10000,2,3,8,0.0027,4
160800,,0.0039,,4,1,0.5,0.0000,200,,0.2059,1000,8,2,8,,8
3200,,0.0120,,5,2,0.75,0.0002,400,,0.2596,1000,8,1,8,,2
3200,,0.0042,,15,3,0.75,0.0000,400,,0.3953,2400.0,8,1,8,,8
3030200,0.0004,0.0045,0.9,28,0,0.5,0.0000,100,0.0001,0.3017,1000,2,3,8,0.0012,2
24080600,,0.2503,,15,6,0.25,0.0002,200,,32.2338,100000,4,3,8,,4
50300,0.0000,0.0013,1,8,1,0.5,0.0000,100,0.0000,2.6587,10000,4,2,8,0.0004,8
482000,0.0000,0.0034,1,27,3,0.25,0.0000,400,0.0000,2.5609,10000,2,2,8,0.0006,2
64320400,,0.0078,,6,8,0.25,0.0000,400,,0.3702,1000,4,3,4,,8
800,,0.0085,,22,0,0.5,0.0001,100,,0.1681,600.0,8,1,8,,8
3200,,0.0111,,12,5,0.75,0.0000,400,,0.3866,1000,2,1,8,,4
3200,,0.0139,,5,1,0.25,0.0001,400,,0.2864,2400.0,8,1,8,,2
2020400,0.0001,0.0015,0.1,22,6,0.75,0.0000,100,0.0000,3.5879,10000,2,3,8,0.0005,2
400,0.0001,0.1670,1,5,8,0.25,0.0000,100,0.0000,0.2202,300.0,4,1,4,0.0005,2
20200,,0.0036,,4,9,0.75,0.0000,100,,0.3314,1000,4,2,4,,8
1600,0.0000,0.0026,1,22,3,0.25,0.0000,200,0.0000,0.1831,1000,8,1,8,0.0005,8
40040400,0.0001,0.0011,0.1,22,0,0.75,0.0000,200,0.0000,37.6753,100000,2,3,8,0.0004,2
50300,,0.0266,,8,6,0.5,0.0001,100,,2.9731,10000,4,2,8,,8
1600,,0.0100,,15,2,0.25,0.0000,200,,0.4557,1200.0,8,1,8,,8
192640400,0.0000,0.0014,1,15,0,0.25,0.0000,400,0.0000,0.2616,1000,4,3,8,0.0005,4
64000400,0.0001,0.0019,0.6,1,5,0.5,0.0000,400,0.0000,41.4153,100000,2,3,2,0.0006,4
960800,0.0001,0.0018,0.3,1,8,0.5,0.0000,400,0.0000,25.4735,100000,8,2,8,0.0011,2
3010400,0.0001,0.0020,1,8,2,0.25,0.0000,100,0.0000,0.2755,1000,2,3,8,0.0008,4
1600,,0.0101,,5,9,0.25,0.0000,400,,0.1885,1000,4,1,4,,2
4010300,0.0001,0.0024,0.5,23,8,0.75,0.0000,100,0.0000,29.3774,100000,8,3,8,0.0006,2
80000,,0.0873,,1,6,0.75,0.0001,100,,19.8039,60000.0,8,2,8,,2
800,,0.0037,,6,0,0.25,0.0000,100,,0.1117,600.0,2,1,8,,8
32120200,0.0000,0.0015,1,15,2,0.75,0.0000,200,0.0000,35.8845,100000,4,3,8,0.0005,4
120200,0.0001,0.0016,0.8,6,0,0.75,0.0000,200,0.0000,27.7429,90150.0,4,2,4,0.0006,4
160800,,0.0051,,9,2,0.75,0.0000,200,,0.2985,1000,4,2,8,,8
2040200,0.0000,0.0024,1,21,8,0.25,0.0000,100,0.0000,0.1852,1000,4,3,8,0.0004,2
40400,,0.0719,,16,1,0.25,0.0000,100,,1.8248,10000,4,2,8,,2
16160400,0.0000,0.0014,1,12,9,0.75,0.0000,200,0.0000,2.4824,10000,4,3,8,0.0005,8
30500,0.0008,0.0033,0.7,12,6,0.5,0.0000,100,0.0002,0.3377,1000,8,2,8,0.0035,2
482000,0.0001,0.0016,0.7,20,8,0.75,0.0000,400,0.0000,2.8387,10000,8,2,8,0.0005,8
8120800,0.0000,0.0014,1,22,5,0.25,0.0000,200,0.0000,0.2302,1000,2,3,8,0.0004,2
3200,,0.0160,,12,5,0.25,0.0000,400,,0.4249,2400.0,2,1,8,,4
81200,0.0000,0.0013,1,9,0,0.5,0.0000,200,0.0000,0.2283,1000,4,2,8,0.0005,8
192640400,,0.0099,,15,0,0.25,0.0000,400,,2.6543,10000,4,3,8,,4
40400,,0.0825,,16,3,0.25,0.0001,100,,2.1259,10000,4,2,8,,2
6010100,0.0001,0.0016,0.3,15,1,0.75,0.0000,100,0.0000,2.3326,10000,4,3,8,0.0004,4
960800,0.0001,0.0010,0.5,26,8,0.5,0.0000,400,0.0000,0.1605,1000,2,2,8,0.0005,8
200600,0.0001,0.0010,0.7,20,3,0.5,0.0000,200,0.0000,1.8406,10000,8,2,8,0.0005,8
3200,,0.0036,,22,1,0.5,0.0000,400,,0.1403,1000,8,1,8,,8
160800,0.0001,0.0016,1,19,8,0.25,0.0000,200,0.0001,26.9110,100000,2,2,8,0.0012,2
40400,0.0113,0.0238,0.99987319,20,2,0.5,0.0000,100,0.0029,3.0378,10000,8,2,8,0.0342,8
32040600,0.0000,0.0019,1,21,7,0.5,0.0000,200,0.0000,0.3253,1000,4,3,8,0.0005,2
480400,0.0000,0.0013,1,0,7,0.75,0.0000,400,0.0000,26.8553,100000,4,2,4,0.0004,2
128481200,0.0000,0.0015,1,15,2,0.25,0.0000,400,0.0000,22.4585,100000,2,3,8,0.0005,4
160800,,0.0035,,19,5,0.25,0.0000,200,,0.2317,1000,2,2,8,,2
50300,0.0001,0.0010,0.5,19,6,0.75,0.0000,100,0.0000,2.2394,10000,2,2,8,0.0004,2
800,,0.0027,,8,5,0.5,0.0000,100,,0.1758,600.0,8,1,8,,8
1600,,0.0062,,15,7,0.75,0.0000,200,,0.2645,1200.0,8,1,8,,8
641600,0.0000,0.0015,1,12,4,0.25,0.0000,400,0.0000,23.6787,100000,8,2,8,0.0005,2
3040100,0.0001,0.0015,1,22,1,0.25,0.0000,100,0.0000,0.2930,1000,2,3,8,0.0006,2
60200,0.0000,0.0014,1,1,4,0.5,0.0000,100,0.0000,12.9061,45150.0,8,2,8,0.0006,2
2030300,0.0001,0.0024,0.4,1,3,0.75,0.0000,100,0.0000,35.4903,100000,4,3,8,0.0006,8
30500,,5.0819,,20,7,0.25,0.0000,100,,9.6151,22875.0,8,2,8,,8
40040400,0.0000,0.0010,1,15,7,0.25,0.0000,200,0.0000,32.8282,100000,8,3,8,0.0003,4
40040400,0.0000,0.0008,1,1,8,0.5,0.0000,200,0.0000,0.1084,1000,4,3,8,0.0003,8
800,,0.0025,,12,1,0.75,0.0000,100,,0.0529,600.0,2,1,8,,4
320160800,,0.0416,,3,5,0.25,0.0000,400,,1.7077,10000,4,3,8,,2
2050100,0.0007,0.0046,0.2,23,5,0.5,0.0000,100,0.0002,20.3244,100000,2,3,8,0.0009,4
256320800,0.0000,0.0009,0.4,21,1,0.75,0.0000,400,0.0000,1.4419,10000,4,3,8,0.0003,2
24120400,0.0001,0.0015,0.6,8,7,0.75,0.0000,200,0.0000,0.2142,1000,2,3,8,0.0006,4
160800,,38.6679,,9,7,0.5,0.0000,200,,60.0003,100000,4,2,8,,8
641600,,0.0090,,16,5,0.25,0.0001,400,,0.2299,1000,4,2,8,,2
4020200,0.0001,0.0018,0.9,12,1,0.5,0.0000,100,0.0000,3.2724,10000,4,3,8,0.0007,8
240400,0.0000,0.0014,1,26,4,0.25,0.0000,200,0.0000,0.2454,1000,2,2,8,0.0005,8
256320800,0.0000,0.0023,1,12,6,0.25,0.0000,400,0.0000,29.7170,100000,4,3,8,0.0007,8
60200,,0.0663,,4,5,0.25,0.0000,100,,1.6720,10000,8,2,8,,8
1600,,0.0038,,20,2,0.5,0.0000,200,,0.2530,1200.0,8,1,8,,8
1600,,0.0036,,10,2,0.5,0.0000,200,,0.2587,1200.0,4,1,8,,8
32160000,0.0001,0.0014,0.5,12,4,0.5,0.0000,200,0.0000,3.1263,10000,4,3,8,0.0005,8
800,,0.0037,,5,3,0.75,0.0000,200,,0.1721,600.0,4,1,4,,2
20600,,0.0081,,8,8,0.5,0.0000,100,,0.2635,1000,4,2,8,,8
192160000,,0.9144,,1,7,0.25,0.0000,400,,33.3400,100000,8,3,4,,4
512000000,0.0003,0.0024,1,15,9,0.5,0.0000,400,0.0001,2.5100,10000,8,3,8,0.0028,4
641600,,0.0102,,1,7,0.25,0.0000,400,,0.1802,1000,8,2,8,,2
1600,,0.0131,,1,9,0.25,0.0000,200,,0.1632,1000,8,1,8,,2
800,,0.0106,,5,2,0.25,0.0000,100,,0.0903,600.0,8,1,8,,2
640000,,0.0106,,4,3,0.5,0.0000,400,,0.1919,1000,4,2,4,,8
20600,,0.0495,,20,9,0.5,0.0000,100,,2.5894,10000,8,2,8,,8
120200,0.0000,0.0029,1,6,0,0.5,0.0000,200,0.0000,0.2690,1000,4,2,4,0.0005,4
482000,0.0005,0.0070,0.7,26,1,0.5,0.0001,400,0.0002,27.1665,100000,2,2,8,0.0006,8
322400,,0.0141,,9,0,0.25,0.0000,400,,0.2234,1000,4,2,8,,8
256001600,,0.0196,,15,5,0.75,0.0000,400,,3.2532,10000,8,3,8,,4
81200,,0.4874,,20,9,0.75,0.0000,200,,14.6516,60900.0,8,2,8,,8
24040000,0.0001,0.0011,0.6,1,7,0.75,0.0000,200,0.0000,2.3287,10000,8,3,4,0.0004,4
1600,0.0002,0.0018,0.7,20,4,0.5,0.0000,200,0.0000,0.1579,1200.0,8,1,8,0.0004,8
256480400,0.0001,0.0016,0.7,15,2,0.25,0.0000,400,0.0000,0.1795,1000,4,3,8,0.0004,4
1020100,0.0000,0.0017,1,1,8,0.25,0.0000,100,0.0000,17.1338,100000,4,3,4,0.0003,4
128481200,0.0001,0.0019,0.9,8,4,0.75,0.0000,400,0.0000,0.1183,1000,2,3,8,0.0004,4
240400,0.0001,0.0012,0.8,27,8,0.75,0.0000,200,0.0000,0.1244,1000,2,2,8,0.0005,2
64320400,,0.4535,,6,7,0.75,0.0000,400,,16.6771,100000,4,3,4,,8
240400,0.0001,0.0011,0.2,9,6,0.5,0.0000,200,0.0000,23.0381,100000,4,2,8,0.0004,8
30500,0.0001,0.0010,0.9,17,6,0.75,0.0000,100,0.0000,2.0619,10000,2,2,8,0.0004,4
3010400,0.0007,0.0062,0.7,3,6,0.25,0.0000,100,0.0002,2.1175,10000,4,3,8,0.0012,2
40200,0.0004,0.0052,0.632,0,9,0.75,0.0000,200,0.0001,2.2069,10000,4,2,2,0.0273,2
50300,0.0000,0.0042,1,27,2,0.75,0.0000,100,0.0000,10.6142,37725.0,2,2,8,0.0006,2
3200,,0.0094,,9,3,0.25,0.0000,400,,0.4376,2400.0,4,1,8,,4
24080600,0.0000,0.0010,1,23,1,0.25,0.0000,200,0.0000,2.1198,10000,2,3,8,0.0003,4
24120400,0.0000,0.0013,1,15,4,0.75,0.0000,200,0.0000,28.0329,100000,4,3,8,0.0005,4
64481600,0.0000,0.0011,1,27,4,0.25,0.0000,400,0.0000,22.7772,100000,4,3,8,0.0005,2
48040200,0.0001,0.0014,0.5,23,6,0.5,0.0000,200,0.0000,26.2090,100000,2,3,8,0.0005,4
320800,0.0000,0.0010,1,0,5,0.25,0.0000,400,0.0000,0.1498,1000,4,2,4,0.0003,2
1600,,0.0034,,3,1,0.25,0.0000,200,,0.1717,1200.0,4,1,8,,8
482000,0.0000,0.0033,1,19,0,0.5,0.0000,400,0.0000,0.2079,1000,2,2,8,0.0004,2
3200,,0.0018,,11,2,0.5,0.0000,400,,0.0838,1000,8,1,8,,4
192161600,,0.1054,,3,6,0.25,0.0000,400,,24.7832,100000,4,3,8,,2
192161600,0.0000,0.0010,1,17,9,0.5,0.0000,400,0.0000,19.8676,100000,8,3,8,0.0003,4
5010200,,0.0666,,23,4,0.5,0.0000,100,,24.8122,100000,8,3,8,,2
400,,0.0027,,1,7,0.75,0.0000,200,,0.0439,300.0,8,1,2,,8
3000500,0.0000,0.0016,1,1,9,0.5,0.0000,100,0.0000,24.1187,100000,4,3,8,0.0003,8
256480400,0.0001,0.0015,0.2,15,2,0.25,0.0000,400,0.0000,16.0847,100000,4,3,8,0.0007,4
322400,,0.4305,,9,0,0.75,0.0000,400,,21.8518,100000,4,2,8,,8
1600,,0.0025,,5,9,0.75,0.0000,400,,0.0978,1000,2,1,4,,4
30100,0.0001,0.0010,0.3,6,0,0.75,0.0000,100,0.0000,1.2787,10000,4,2,4,0.0004,4
1600,,0.0064,,8,8,0.75,0.0000,200,,0.1215,1200.0,8,1,8,,8
1600,,0.0026,,11,2,0.25,0.0000,200,,0.0774,1000,8,1,8,,4
160800,0.0001,0.0015,0.6,16,7,0.25,0.0000,200,0.0000,14.8524,100000,4,2,8,0.0005,2
200600,,0.0038,,16,4,0.5,0.0000,200,,0.1924,1000,4,2,8,,2
3200,,0.0033,,9,6,0.5,0.0000,400,,0.1596,1000,4,1,8,,4
641600,0.0001,0.0015,0.5,12,4,0.75,0.0000,400,0.0000,21.4469,100000,8,2,8,0.0007,2
50300,,0.0035,,8,0,0.5,0.0000,100,,0.2067,1000,4,2,8,,8
3200,0.0004,0.0038,0.32,11,4,0.75,0.0000,400,0.0001,0.4437,2400.0,8,1,8,0.0237,4
1600,,0.0035,,5,8,0.25,0.0000,200,,0.1718,1200.0,8,1,8,,2
120200,0.0000,0.0016,1,6,7,0.25,0.0000,200,0.0000,17.8617,90150.0,4,2,4,0.0005,4
80400,0.0000,0.0014,1,0,5,0.75,0.0000,200,0.0000,0.2190,1000,4,2,4,0.0005,2
128160400,0.0001,0.0016,0.9,1,4,0.25,0.0000,400,0.0000,0.2132,1000,8,3,4,0.0005,4
40400,0.0000,0.0012,1,16,7,0.25,0.0000,100,0.0000,0.1013,1000,4,2,8,0.0004,2
3200,,0.0036,,8,6,0.25,0.0000,400,,0.0996,1000,8,1,8,,8
1600,,0.0041,,5,0,0.5,0.0000,400,,0.2056,1200.0,4,1,4,,2
121000,0.0002,0.0035,0.2,27,7,0.5,0.0000,200,0.0000,12.6666,90750.0,2,2,8,0.0004,2
2010100,0.0002,0.0069,0.3,6,6,0.75,0.0000,100,0.0001,2.7025,10000,4,3,4,0.0007,8
8080200,0.0002,0.0026,0.3,1,8,0.5,0.0000,200,0.0000,0.2108,1000,4,3,4,0.0006,4
200600,0.0001,0.0160,1,27,2,0.25,0.0001,200,0.0001,2.3441,10000,2,2,8,0.0008,2
16120600,0.0002,0.0025,0.7,23,3,0.75,0.0000,200,0.0001,2.4667,10000,2,3,8,0.0008,4
3200,,0.5311,,3,4,0.5,0.0000,400,,1.1009,2400.0,4,1,8,,8
200600,0.0001,0.0043,1,16,9,0.5,0.0000,200,0.0000,2.0566,10000,4,2,8,0.0007,2
641600,,0.0141,,4,4,0.5,0.0001,400,,0.3766,1000,8,2,8,,8
1010200,,0.0026,,1,0,0.5,0.0000,100,,0.2430,1000,4,3,4,,4
40200,,0.0595,,0,7,0.5,0.0000,200,,2.3081,10000,4,2,2,,2
3000100,0.0000,0.0073,1,1,3,0.25,0.0000,100,0.0000,25.5297,100000,4,3,4,0.0004,4
20200,0.0001,0.0022,0.8,0,9,0.75,0.0000,100,0.0000,2.2616,10000,4,2,4,0.0009,2
3020300,0.0000,0.0012,1,15,1,0.25,0.0000,100,0.0000,2.2098,10000,8,3,8,0.0005,4
801200,,0.0056,,20,3,0.75,0.0000,400,,0.1967,1000,8,2,8,,8
1600,0.0001,0.0044,1,12,7,0.25,0.0000,200,0.0000,0.2564,1200.0,2,1,8,0.0007,4
1600,0.0004,0.0038,0.9,5,3,0.75,0.0000,400,0.0001,0.2718,1000,4,1,4,0.0008,2
200600,0.0000,0.0011,1,16,2,0.5,0.0000,200,0.0000,0.1542,1000,4,2,8,0.0004,2
320160800,,0.0030,,15,7,0.75,0.0000,400,,0.1237,1000,8,3,8,,4
192000400,0.0000,0.0017,1,6,5,0.25,0.0000,400,0.0000,1.6237,10000,4,3,4,0.0006,8
60200,0.0000,0.0033,1,27,8,0.25,0.0000,100,0.0000,1.3107,10000,2,2,8,0.0003,2
32080400,0.0000,0.0012,1,23,1,0.5,0.0000,200,0.0000,27.8312,100000,8,3,8,0.0004,2
1600,,0.0041,,11,0,0.75,0.0000,200,,0.1682,1000,8,1,8,,4
160800,0.0001,0.0010,0.9,17,3,0.5,0.0000,200,0.0000,22.6559,100000,2,2,8,0.0003,4
192161600,,0.0046,,3,6,0.75,0.0000,400,,0.2250,1000,4,3,8,,2
24120400,0.0000,0.0009,1,23,5,0.75,0.0000,200,0.0000,1.5945,10000,8,3,8,0.0003,2
2020400,0.0000,0.0015,1,22,6,0.25,0.0000,100,0.0000,0.0913,1000,2,3,8,0.0003,2
50300,0.0000,0.0011,1,4,2,0.25,0.0000,100,0.0000,8.1617,37725.0,8,2,8,0.0004,8
200600,0.0001,0.0014,0.2,9,9,0.5,0.0000,200,0.0000,0.1571,1000,4,2,8,0.0006,8
1010200,0.0001,0.0042,0.4,6,9,0.5,0.0000,100,0.0000,26.8394,100000,4,3,4,0.0007,8
30500,,0.0075,,12,6,0.25,0.0000,100,,0.2758,1000,8,2,8,,2
24120400,0.0003,0.0018,0.2,22,4,0.75,0.0000,200,0.0002,21.5464,100000,2,3,8,0.0019,2
1000100,0.0001,0.0015,0.5,1,5,0.5,0.0000,100,0.0000,0.2335,1000,2,3,2,0.0006,4
80000,,0.0060,,0,8,0.75,0.0000,200,,0.2212,1000,4,2,2,,2
16000400,0.0001,0.0017,0.9,1,9,0.75,0.0000,200,0.0000,32.0439,100000,4,3,4,0.0004,4
32080400,,0.4353,,27,8,0.5,0.0000,200,,20.6963,100000,4,3,8,,2
20200,,0.0314,,4,9,0.5,0.0000,100,,3.6771,15150.0,4,2,4,,8
160800,0.0000,0.0020,1,17,1,0.5,0.0000,200,0.0000,2.6757,10000,2,2,8,0.0003,4
2040200,0.0001,0.0016,0.4,21,8,0.25,0.0000,100,0.0000,1.1655,10000,4,3,8,0.0006,2
800,0.0003,0.0830,0.84,12,0,0.75,0.0000,100,0.0001,0.1938,600.0,2,1,8,0.0151,4
50300,0.0000,0.0014,1,16,9,0.25,0.0000,100,0.0000,1.7146,10000,4,2,8,0.0005,2
256320800,0.0000,0.0014,1,15,8,0.25,0.0000,400,0.0000,2.8267,10000,8,3,8,0.0005,4
800,,0.0051,,6,0,0.5,0.0000,100,,0.0633,600.0,2,1,8,,8
40400,,0.0075,,9,7,0.25,0.0000,100,,8.1618,30300.0,4,2,8,,8
81200,,0.0038,,20,9,0.75,0.0000,200,,0.4033,1000,8,2,8,,8
200600,,0.0712,,20,3,0.25,0.0000,200,,16.2387,100000,8,2,8,,8
16041000,0.0000,0.0011,1,15,0,0.25,0.0000,200,0.0000,1.5012,10000,2,3,8,0.0003,4
160800,0.0000,0.0012,1,9,5,0.5,0.0000,200,0.0000,14.6043,100000,4,2,8,0.0004,8
3200,,0.0055,,9,3,0.5,0.0000,400,,0.2484,2400.0,4,1,8,,4
16000400,0.0000,0.0009,0.4,1,6,0.75,0.0000,200,0.0000,2.1144,10000,8,3,4,0.0004,4
192640400,0.0000,0.0008,1,22,1,0.5,0.0000,400,0.0000,0.1331,1000,2,3,8,0.0004,2
160000,,0.0165,,0,0,0.75,0.0000,200,,1.2984,10000,4,2,4,,2
320320400,0.0001,0.0015,0.8,28,7,0.25,0.0000,400,0.0000,0.2127,1000,2,3,8,0.0006,2
80400,,0.0326,,4,9,0.5,0.0000,200,,9.2794,60300.0,4,2,4,,8
3010400,0.0001,0.0021,0.3,15,3,0.75,0.0000,100,0.0000,28.7781,100000,4,3,8,0.0006,4
200600,,0.0940,,16,4,0.5,0.0000,200,,2.1787,10000,4,2,8,,2
3200,0.0002,0.0040,0.92,3,3,0.75,0.0000,400,0.0000,0.4419,2400.0,4,1,8,0.0140,8
40200,0.0001,0.0016,0.2,0,0,0.5,0.0000,200,0.0000,0.1982,1000,4,2,2,0.0005,2
32000800,0.0002,0.0014,0.5,22,8,0.5,0.0000,200,0.0000,0.2274,1000,2,3,8,0.0005,2
3200,,0.0066,719.,9,1,0.5,0.0000,400,,0.1725,1000,2,1,8,,4
480400,,0.0156,,0,7,0.75,0.0000,400,,2.2819,10000,4,2,4,,2
30100,0.0001,0.0015,0.9,4,0,0.5,0.0000,100,0.0000,4.6512,22575.0,4,2,4,0.0005,8
20200,,0.0082,,0,3,0.5,0.0000,100,,0.2285,1000,4,2,4,,2
1050200,0.0026,27.6486,0.9,12,3,0.25,0.0000,100,0.0001,29.6465,10000,4,3,8,0.0007,8
64160800,,0.0037,,1,0,0.75,0.0000,400,,1.5436,10000,4,3,4,,4
40200,,0.2259,,0,7,0.25,0.0000,200,,4.6026,30150.0,4,2,2,,2
1600,0.0004,0.0040,0.912,9,8,0.75,0.0000,200,0.0001,0.2052,1000,2,1,8,0.0148,4
1600,0.0002,0.0027,0.4,10,1,0.75,0.0000,200,0.0000,0.1812,1000,4,1,8,0.0006,8
40080200,0.0001,0.0015,0.6,3,1,0.25,0.0001,200,0.0000,0.2281,1000,4,3,8,0.0005,2
80000,0.0000,0.0037,1,0,1,0.25,0.0000,200,0.0000,0.1968,1000,4,2,2,0.0005,2
24120400,0.0001,0.0018,0.6,8,1,0.25,0.0000,200,0.0001,26.2563,100000,2,3,8,0.0006,4
32080400,0.0001,0.0014,0.2,23,1,0.75,0.0000,200,0.0000,0.2250,1000,8,3,8,0.0005,2
160800,0.0001,0.0021,0.2,4,4,0.5,0.0000,200,0.0000,2.5373,10000,8,2,8,0.0008,8
41400,0.0001,0.1755,0.3,19,9,0.25,0.0000,200,0.0000,1.6287,10000,2,2,8,0.0004,2
3200,,0.0074,,10,9,0.25,0.0000,400,,0.1272,1000,4,1,8,,8
482000,0.0000,0.0021,1,8,2,0.5,0.0000,400,0.0000,0.3753,1000,4,2,8,0.0007,8
3200,0.0002,0.0029,0.4,9,7,0.75,0.0000,400,0.0000,0.1903,1000,2,1,8,0.0005,4
4040000,0.0000,0.0019,1,21,0,0.25,0.0000,100,0.0000,16.1006,100000,4,3,8,0.0005,2
24120400,0.0000,0.0008,1,8,7,0.25,0.0000,200,0.0000,1.3143,10000,2,3,8,0.0003,4
160800,0.0000,0.0020,1,12,5,0.5,0.0000,200,0.0000,2.1922,10000,8,2,8,0.0007,2
800,0.0000,0.0020,1,5,2,0.75,0.0000,200,0.0000,0.1310,600.0,2,1,4,0.0004,4
256320800,0.0001,0.0014,0.8,27,8,0.5,0.0000,400,0.0000,2.1839,10000,4,3,8,0.0005,2
128481200,0.0002,0.0024,0.8,15,2,0.75,0.0000,400,0.0001,27.2009,100000,2,3,8,0.0008,4
16120600,0.0002,0.0064,0.3,1,3,0.5,0.0001,200,0.0001,0.3512,1000,4,3,8,0.0027,8
64481600,0.0002,0.0021,0.8,22,5,0.75,0.0000,400,0.0000,2.2606,10000,2,3,8,0.0008,2
20200,0.0000,0.0022,1,0,5,0.5,0.0000,100,0.0000,1.3948,10000,4,2,4,0.0003,2
256480400,,0.0690,,15,0,0.75,0.0000,400,,24.5445,100000,8,3,8,,4
192161600,0.0001,0.0013,0.3,15,3,0.75,0.0000,400,0.0000,21.4888,100000,4,3,8,0.0005,4
192002000,0.0001,0.0013,0.9,23,0,0.75,0.0000,400,0.0000,3.1555,10000,8,3,8,0.0004,2
40400,,0.1238,,9,3,0.75,0.0000,100,,2.6008,10000,4,2,8,,8
30500,0.0002,0.0015,0.7,1,0,0.5,0.0000,100,0.0000,0.0901,1000,8,2,8,0.0004,2
40400,,0.0569,,12,5,0.25,0.0000,100,,0.9220,10000,8,2,8,,2
160800,0.0000,0.0014,1,12,4,0.25,0.0000,200,0.0000,1.3327,10000,8,2,8,0.0005,2
240400,0.0000,0.0014,1,27,5,0.25,0.0000,200,0.0000,0.1504,1000,2,2,8,0.0005,2
24001000,0.0000,0.0014,1,23,0,0.5,0.0000,200,0.0000,29.2715,100000,8,3,8,0.0003,2
3200,,0.0029,,20,2,0.25,0.0001,400,,0.1469,2400.0,8,1,8,,8
24000200,0.0001,0.0011,0.4,6,2,0.25,0.0000,200,0.0000,1.3966,10000,4,3,4,0.0004,8
5020100,0.0000,0.0008,1,17,0,0.25,0.0000,100,0.0000,1.8868,10000,8,3,8,0.0003,4
1600,,0.0031,719.,9,1,0.25,0.0000,200,,0.0721,1000,2,1,8,,4
50300,0.0000,0.0009,1,26,2,0.25,0.0000,100,0.0000,0.0852,1000,2,2,8,0.0003,8
