maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
2,8,2,100,10000,40400,0.0002,0.0001,7,0.0111,17,2.5268,0.0032,0.3,0.75,4
2,8,4,200,90750.0,121000,0.0000,0.0000,8,0.0010,9,11.1495,0.0011,1,0.25,8
3,8,4,200,10000,32080400,0.0000,0.0001,1,0.0008,21,2.1941,0.0011,0.5,0.5,2
3,2,2,200,1000,8000200,0.0000,0.0000,7,0.0011,1,0.1507,0.0014,1,0.25,4
3,8,4,400,1000,384160400,0.0000,0.0001,1,0.0012,15,0.1670,0.0017,0.1,0.75,4
3,8,2,200,1000,32080400,0.0000,0.0000,0,0.0010,23,0.0977,0.0014,1,0.25,4
3,8,8,400,1000,384160400,0.0000,,6,0.0019,23,0.1098,,,0.25,2
3,8,8,400,100000,384320000,0.0000,0.0000,3,0.0011,23,19.4209,0.0012,1,0.75,2
1,8,8,200,1200.0,1600,0.0000,0.0700,8,0.2547,1,60.0003,59.5382,,0.75,2
3,8,2,100,1000,6000200,0.0000,0.0000,5,0.0159,15,0.4334,0.0069,1,0.25,4
3,8,8,400,1000,192161600,0.0000,0.0001,9,0.0013,17,0.1746,0.0021,0.7,0.5,4
3,8,8,200,1000,24120400,0.0000,0.0001,5,0.0014,17,0.2895,0.0033,0.3,0.5,4
2,8,8,200,100000,240400,0.0000,,9,0.0039,4,19.3970,,,0.5,8
2,8,4,100,10000,20600,0.0000,0.0001,0,0.0014,9,2.4035,0.0022,0.7,0.75,8
2,4,4,400,1000,320800,0.0000,,6,0.0052,6,0.2164,,,0.75,4
1,8,4,100,600.0,800,0.0000,,2,0.0037,5,0.1016,,,0.5,2
1,8,8,200,1000,1600,0.0000,,1,0.0069,5,0.1850,,,0.25,2
1,8,8,400,2400.0,3200,0.0000,,5,0.0030,1,0.2234,,,0.75,2
2,4,4,400,10000,480400,0.0000,0.0001,2,0.0009,0,1.2561,0.0015,0.1,0.5,2
2,8,4,200,10000,280200,0.0000,0.0001,4,0.0015,9,1.4122,0.0015,0.4,0.75,8
2,8,2,400,1000,801200,0.0000,0.0001,7,0.0009,26,0.1246,0.0014,0.3,0.75,8
1,8,2,400,2400.0,3200,0.0000,0.0000,5,0.0025,6,0.4385,0.0016,1,0.25,8
2,8,2,200,100000,280200,0.0000,0.0000,5,0.0027,26,12.7547,0.0012,1,0.5,8
3,8,4,100,100000,5010200,0.0000,0.0001,5,0.0019,3,25.6205,0.0027,0.3,0.5,2
3,8,4,100,1000,2030300,0.0000,0.0001,1,0.0014,1,0.2404,0.0026,0.5,0.5,8
1,8,8,400,1000,3200,0.0000,0.0002,3,0.0026,11,0.1690,0.0027,0.9,0.5,4
3,8,4,400,10000,192480800,0.0000,0.0001,4,0.0014,1,2.4398,0.0026,0.3,0.75,8
2,8,8,400,1000,801200,0.0000,0.0000,2,0.0013,1,0.2062,0.0023,1,0.5,2
2,8,8,100,22875.0,30500,0.0000,0.0001,8,0.0010,20,4.9329,0.0015,0.5,0.75,8
2,4,4,400,100000,480400,0.0000,0.0000,4,0.0015,6,18.9330,0.0022,1,0.75,4
2,4,4,100,1000,20200,0.0000,0.0002,5,0.0039,0,0.2135,0.0031,0.37,0.5,2
2,8,2,400,100000,641600,0.0000,0.0000,9,0.0011,17,22.3495,0.0012,1,0.75,4
2,4,4,200,30450.0,40600,0.0000,0.0001,5,0.0011,6,3.6604,0.0025,0.9,0.5,4
2,4,4,100,10000,30100,0.0000,0.0000,7,0.0011,6,1.0962,0.0525,1,0.25,4
1,4,2,400,1000,1600,0.0000,,8,59.8855,5,60.0002,,,0.75,4
2,8,2,200,10000,81200,0.0000,0.0000,6,0.0014,26,1.8725,0.0022,1,0.25,8
2,8,8,200,10000,121000,0.0000,,8,0.0174,20,1.9613,,,0.25,8
3,8,2,400,10000,384000800,0.0000,0.0001,5,0.0014,15,2.3856,0.0026,0.1,0.25,4
1,8,4,200,1000,1600,0.0000,,7,0.0048,10,0.1478,,,0.25,8
1,8,2,200,1000,1600,0.0000,,4,0.0033,6,0.1648,,,0.5,8
3,8,2,100,1000,3050000,0.0000,0.0001,9,0.0015,15,0.2205,0.0025,0.4,0.25,4
2,8,2,200,10000,160800,0.0000,0.0000,3,0.0009,17,1.3942,0.0014,1,0.75,4
3,8,2,100,10000,3040100,0.0000,0.0000,1,0.0010,22,1.4240,0.0012,1,0.25,2
1,8,2,200,1000,1600,0.0000,,1,0.0025,6,0.0908,,,0.5,8
2,2,4,200,30150.0,40200,0.0000,0.0000,9,0.0037,0,3.6531,0.0013,1,0.25,2
3,8,8,200,100000,24080600,0.0000,0.0001,7,0.0011,17,17.5521,0.0015,0.9,0.75,4
2,8,2,400,1000,960800,0.0000,0.0000,4,0.0009,26,0.1097,0.0013,1,0.5,8
3,4,8,400,10000,128000800,0.0000,0.0001,6,0.0013,1,1.4563,0.0015,0.1,0.5,4
2,4,4,200,1000,120200,0.0000,0.0001,8,0.0010,0,0.1335,0.0014,0.2,0.75,2
3,8,2,400,100000,384000800,0.0000,0.0001,5,0.0010,15,17.5232,0.0015,0.9,0.75,4
1,4,2,400,1200.0,1600,0.0000,,9,0.0068,5,0.1102,,,0.5,4
1,8,8,200,1200.0,1600,0.0000,,4,0.0032,8,0.1022,,,0.5,8
1,8,8,200,1200.0,1600,0.0000,,4,0.0048,11,0.1545,,,0.5,4
3,8,8,100,1000,5030000,0.0000,0.0000,2,0.0012,23,0.2119,0.0020,1,0.25,2
3,4,4,400,10000,192000400,0.0000,0.0000,2,0.0029,6,2.4342,0.0020,1,0.5,8
3,8,2,200,100000,16200200,0.0000,0.0000,5,0.0014,23,21.5661,0.0020,1,0.25,4
2,8,2,100,1000,50300,0.0000,0.0001,4,0.0010,19,0.1827,0.0014,0.1,0.75,2
3,8,4,200,1000,16041000,0.0000,0.0001,5,0.0010,21,0.1025,0.0015,0.2,0.25,2
3,8,4,100,100000,3010400,0.0000,0.0001,3,0.0015,15,14.4988,0.0015,0.1,0.25,4
3,8,8,100,100000,4000400,0.0000,0.0000,5,0.0024,15,21.9047,0.0024,1,0.25,4
2,4,4,100,22575.0,30100,0.0000,,2,0.1117,0,3.1428,,,0.25,2
3,8,4,100,100000,4020200,0.0000,0.0000,5,0.0018,15,22.0907,0.0023,1,0.25,4
3,8,8,400,10000,192480800,0.0000,27.7423,4,29.7257,17,60.0003,,,0.5,4
3,8,4,200,100000,32160000,0.0000,0.0001,0,0.0021,21,24.6198,0.0033,1,0.25,2
1,8,4,400,2400.0,3200,0.0000,,6,0.0037,10,0.3665,,,0.75,8
2,8,4,400,10000,801200,0.0000,,3,0.0041,8,2.8364,,,0.75,8
1,8,2,200,1200.0,1600,0.0000,,7,0.0070,6,0.1689,,,0.25,8
2,8,8,200,60900.0,81200,0.0000,,9,0.2022,20,12.2461,,,0.5,8
2,4,4,100,15150.0,20200,0.0000,0.0002,5,0.1780,4,3.1353,0.0034,1,0.25,8
2,8,2,100,30300.0,40400,0.0000,0.0002,5,0.0021,19,7.4798,0.0039,0.3,0.75,2
2,4,4,100,22575.0,30100,0.0000,,4,0.1028,6,4.6874,,,0.25,4
2,4,4,100,1000,20200,0.0000,,6,0.0111,6,0.1764,,,0.5,4
2,8,8,400,1000,801200,0.0000,0.0001,2,0.0019,1,0.3364,0.0034,1,0.75,2
2,4,4,400,10000,480400,0.0000,,7,0.0103,0,1.5232,,,0.5,2
3,8,8,200,10000,16120600,0.0000,0.0001,6,0.0009,17,1.1072,0.0012,0.5,0.5,4
3,8,2,200,10000,40120000,0.0000,0.0000,2,0.0015,23,1.8185,0.0019,1,0.25,4
2,8,2,200,1000,160800,0.0000,,9,0.0018,26,0.0983,,,0.75,8
1,2,8,400,600.0,800,0.0000,,3,0.0024,1,0.0421,,,0.25,8
3,8,4,100,100000,3020300,0.0000,0.0000,6,0.0018,15,27.4639,0.0021,1,0.5,4
3,8,8,400,10000,256480400,0.0000,0.0000,0,0.0009,15,1.3894,0.0013,1,0.5,4
3,4,8,200,1000,24040000,0.0000,0.0001,7,0.0010,1,0.1445,0.0014,0.4,0.75,4
2,8,2,200,90750.0,121000,0.0000,0.0000,0,0.0015,19,13.6834,0.0023,1,0.25,2
1,8,4,200,1000,1600,0.0000,,4,0.0054,3,0.1945,,,0.75,8
3,8,4,200,100000,40080200,0.0000,0.0001,7,0.0018,15,26.7504,0.0025,0.2,0.5,4
2,4,4,200,10000,120200,0.0000,0.0000,6,0.0013,4,2.2140,0.0023,1,0.5,8
2,4,4,400,100000,320800,0.0000,0.0006,5,0.6464,4,26.0088,0.0021,0.8,0.75,8
2,4,4,400,100000,480400,0.0000,,2,0.4450,0,18.1948,,,0.5,2
2,8,4,200,10000,200600,0.0000,0.0001,9,0.0010,16,1.3078,0.0014,0.9,0.75,2
3,4,8,200,10000,16040200,0.0000,,1,0.0839,1,1.4422,,,0.5,4
1,8,8,400,1000,3200,0.0000,0.0000,3,0.0016,15,0.0878,0.0012,1,0.5,8
1,8,8,200,1000,1600,0.0000,0.0002,8,0.0026,1,0.1079,0.0020,0.796,0.75,2
3,2,2,400,10000,64160000,0.0000,0.0000,3,0.0022,1,1.2003,0.0012,1,0.25,4
1,8,8,200,1200.0,1600,0.0000,,3,0.0023,15,0.0913,,,0.25,8
3,4,8,100,100000,3010000,0.0000,0.0001,7,0.0017,1,13.4531,0.0016,0.3,0.25,4
1,8,2,200,1000,1600,0.0000,,8,0.0063,6,0.1640,,,0.5,8
2,4,4,400,1000,320800,0.0000,,9,0.0038,0,0.1470,,,0.25,2
1,8,2,100,600.0,800,0.0000,,2,0.0034,6,0.1046,,,0.5,8
1,8,4,200,1200.0,1600,0.0000,,1,0.0060,9,0.1923,,,0.75,4
3,8,2,200,10000,16120600,0.0000,0.0000,1,0.0014,15,2.1098,0.0024,1,0.25,4
3,8,2,100,10000,2030300,0.0000,0.0001,4,0.0017,8,2.5983,0.0025,0.4,0.75,4
3,8,2,400,1000,256480400,0.0001,0.0001,9,0.0016,28,0.2435,0.0027,0.8,0.5,2
2,8,4,400,10000,322400,0.0000,,8,0.0573,8,1.8507,,,0.25,8
3,8,4,100,1000,4020200,0.0000,0.0003,8,0.0030,3,0.2580,0.0044,0.1,0.25,2
3,4,4,100,100000,3000100,0.0000,0.0000,2,0.0024,6,28.6001,0.0011,1,0.5,8
2,8,8,100,30300.0,40400,0.0000,0.0000,5,0.0011,12,3.5939,0.0017,1,0.25,2
2,8,8,400,10000,960800,0.0000,0.0001,9,0.0014,4,1.4477,0.0022,0.1,0.5,8
1,8,8,200,1000,1600,0.0000,,5,0.0031,5,0.1332,,,0.5,2
1,8,8,400,1000,3200,0.0000,,5,0.0024,11,0.0803,,,0.75,4
1,8,4,400,1000,3200,0.0000,,3,0.0017,10,0.0616,,,0.25,8
3,4,8,400,100000,128160400,0.0000,,4,0.0035,1,20.6856,,,0.25,4
2,8,8,100,1000,20600,0.0000,,9,0.0701,20,0.1917,,,0.25,8
2,8,2,200,1000,160800,0.0000,0.0001,9,0.0008,26,0.0810,0.0013,0.8,0.25,8
1,8,8,200,1000,1600,0.0000,,8,0.0046,8,0.1068,,,0.5,8
3,2,2,100,10000,1000100,0.0000,0.0001,9,0.0016,1,2.5721,0.0023,0.6,0.75,4
2,8,8,400,10000,641600,0.0000,,5,0.0142,12,2.4241,,,0.75,2
3,8,8,100,100000,1060100,0.0000,0.0001,2,0.0018,17,19.8202,0.0025,0.1,0.75,4
1,8,8,200,1000,1600,0.0000,,8,0.0084,8,0.1875,,,0.75,8
1,8,8,100,600.0,800,0.0000,,6,0.0031,22,0.0916,,,0.25,8
1,8,4,200,1000,1600,0.0000,,8,0.0032,10,0.1492,,,0.25,8
3,8,8,100,1000,4000400,0.0000,0.0001,5,0.0014,15,0.2639,0.0026,0.6,0.75,4
1,8,8,400,2400.0,3200,0.0000,,7,0.0037,22,0.3296,,,0.25,8
3,4,8,200,100000,16000400,0.0000,0.0000,5,0.0018,1,27.2816,0.0037,1,0.5,4
3,8,2,200,100000,16120600,0.0000,0.0001,0,0.0016,8,24.9406,0.0026,0.3,0.5,4
3,4,4,200,100000,8080200,0.0000,,8,41.2941,6,60.0002,,,0.75,8
3,8,4,100,10000,3030200,0.0000,0.0000,2,0.0009,3,1.3006,0.0013,1,0.5,2
3,8,8,400,1000,128321600,0.0000,,6,0.0055,15,0.1161,,,0.5,4
1,8,2,400,1000,3200,0.0000,,8,0.0062,6,0.1680,,,0.5,8
1,8,8,100,600.0,800,0.0000,0.0004,2,0.0053,5,0.1131,0.0033,0.5688,0.5,2
3,2,2,100,10000,1010000,0.0000,0.0000,6,0.0014,1,2.4343,0.0021,1,0.5,4
2,2,4,100,1000,20000,0.0000,0.0000,1,0.0009,0,0.1021,0.0012,1,0.25,2
3,8,2,100,1000,3020300,0.0000,0.0001,6,0.0014,15,0.2094,0.0027,0.4,0.25,4
3,8,4,200,1000,32160000,0.0000,0.0000,0,0.0013,21,0.2283,0.0022,1,0.25,2
3,8,4,100,10000,2040200,0.0000,,9,0.0066,12,1.7232,,,0.75,8
2,2,4,200,30150.0,40200,0.0000,,7,0.1163,0,4.0038,,,0.5,2
3,8,2,100,1000,3030200,0.0000,0.0001,2,0.0025,28,0.2552,0.0026,0.2,0.75,2
2,4,4,100,10000,30100,0.0000,0.0001,8,0.0014,0,2.0892,0.0025,0.8,0.5,2
1,8,8,100,600.0,800,0.0000,,9,0.0031,20,0.1182,,,0.75,8
3,8,4,400,100000,256320800,0.0000,0.0000,1,0.0014,12,27.5728,0.0022,1,0.75,8
1,8,2,400,2400.0,3200,0.0000,0.0000,9,0.0042,9,0.3393,0.0021,1,0.25,4
3,8,4,400,1000,256161200,0.0000,0.0001,5,0.0015,12,0.2493,0.0026,0.3,0.75,8
3,8,8,200,10000,16120600,0.0000,0.0000,6,0.0023,17,2.0678,0.0024,1,0.25,4
2,4,4,200,60300.0,80400,0.0000,0.0000,1,0.0011,6,7.8347,0.0012,1,0.25,4
3,8,4,100,10000,3020300,0.0000,,6,0.0119,15,1.3293,,,0.5,4
3,8,4,200,10000,24080600,0.0000,0.0001,0,0.0014,3,1.6582,0.0025,0.1,0.25,2
2,8,2,400,1000,801200,0.0000,0.0001,9,0.0013,27,0.2380,0.0027,0.6,0.75,2
2,8,2,200,10000,280200,0.0000,0.0001,5,0.0047,26,2.0991,0.0025,0.5,0.5,8
2,2,4,100,7575.0,10100,0.0000,,7,0.0182,0,0.8669,,,0.5,2
2,8,8,100,1000,30500,0.0000,,8,0.0033,20,0.0966,,,0.25,8
2,8,2,200,1000,200600,0.0000,0.0001,2,0.0013,27,0.1493,0.0028,0.6,0.75,2
2,2,4,200,1000,80000,0.0000,,3,0.0030,0,0.1271,,,0.75,2
2,8,2,100,8025.0,10700,0.0000,0.0001,9,0.0689,19,1.0604,0.0013,1,0.75,2
1,8,4,200,1200.0,1600,0.0000,,4,0.4086,10,0.5226,,,0.75,8
1,8,4,100,600.0,800,0.0000,,0,0.0023,5,0.0484,,,0.25,2
3,8,4,200,10000,24080600,0.0000,,6,0.0125,15,1.5824,,,0.25,4
1,8,4,400,2400.0,3200,0.0000,,6,0.0060,3,0.2362,,,0.75,8
1,8,2,400,1000,3200,0.0000,,8,0.0034,6,0.0793,,,0.25,8
2,8,4,100,1000,50300,0.0000,,9,0.0021,16,0.1011,,,0.25,2
1,8,2,100,600.0,800,0.0000,0.0000,2,0.0023,12,0.0572,0.0013,1,0.25,4
3,4,8,200,10000,16040200,0.0000,,1,0.0843,1,1.2640,,,0.25,4
2,8,2,400,100000,641600,0.0000,0.0001,3,0.0014,17,19.9037,0.0026,0.3,0.25,4
1,8,4,400,1000,3200,0.0000,,0,0.0033,9,0.1462,,,0.25,4
3,8,8,400,1000,192480800,0.0000,0.0005,4,0.7532,17,0.9574,0.0021,1,0.25,4
3,4,4,100,100000,2000200,0.0000,0.0000,4,0.0015,1,22.6725,0.0011,1,0.5,4
1,2,8,400,600.0,800,0.0000,,7,0.0021,1,0.0402,,,0.25,8
2,8,4,100,1000,40400,0.0000,0.1275,5,0.3639,9,60.0003,59.3965,,0.5,8
3,4,4,400,10000,64480000,0.0000,,6,0.0036,1,1.8534,,,0.25,4
1,8,8,400,1000,3200,0.0000,,0,0.0049,8,0.0824,,,0.25,8
1,8,8,400,1000,3200,0.0000,,5,0.0047,5,0.1027,,,0.75,2
2,8,8,400,100000,162800,0.0000,0.0001,5,0.0016,1,18.7578,0.0027,0.3,0.5,2
1,8,8,200,1200.0,1600,0.0000,,3,0.0039,15,0.1947,,,0.75,8
3,8,2,100,10000,3030200,0.0000,0.0001,0,0.0015,28,2.5848,0.0025,0.5,0.75,2
2,8,8,400,1000,482000,0.0000,0.0002,0,0.0025,1,0.2108,0.0028,0.1,0.75,2
3,8,2,200,1000,16120600,0.0000,0.0002,1,0.0040,15,0.2397,0.0026,0.7,0.75,4
3,8,8,100,100000,4030100,0.0000,0.0000,0,0.0014,15,24.4836,0.0023,1,0.25,4
3,4,4,200,10000,16080000,0.0000,,0,0.0380,6,2.4460,,,0.5,8
3,4,4,100,1000,1020100,0.0000,0.0004,8,7.2183,6,7.6286,0.0022,0.9,0.75,8
1,8,4,100,600.0,800,0.0001,,2,0.0074,10,0.0662,,,0.5,8
1,8,2,400,2400.0,3200,0.0000,,7,0.1030,9,0.2766,,,0.25,4
2,4,4,200,1000,80400,0.0000,,6,0.0148,0,0.1925,,,0.75,2
2,8,8,100,1000,70100,0.0000,0.0000,8,0.0027,12,0.2130,0.0022,1,0.5,2
3,4,8,200,100000,16040200,0.0000,0.0000,1,0.0018,1,25.6726,0.0022,1,0.5,4
1,8,8,100,600.0,800,0.0000,,2,0.0031,15,0.1249,,,0.75,8
2,8,8,200,100000,200600,0.0000,,3,0.3169,20,20.2408,,,0.75,8
1,8,4,400,1000,3200,0.0000,0.0001,7,0.1595,3,0.2361,0.0012,1,0.25,8
1,8,8,200,1000,1600,0.0000,,3,0.0025,5,0.1008,,,0.75,2
2,8,4,400,100000,960800,0.0000,,1,0.4130,9,16.0017,,,0.75,8
1,4,2,100,300.0,400,0.0000,0.0002,8,0.0029,5,0.0588,0.0038,0.7,0.5,4
3,4,4,400,10000,128160400,0.0000,0.0002,6,0.0017,6,2.4914,0.0021,1,0.5,8
2,4,4,100,1000,30100,0.0000,0.0001,4,0.0016,4,0.1946,0.0023,0.7,0.5,8
2,8,8,100,1000,50300,0.0000,0.0000,2,0.0090,1,0.1950,0.0023,1,0.25,2
2,8,2,400,10000,801200,0.0000,0.0001,2,0.0021,17,1.8494,0.0025,0.2,0.25,4
3,8,8,100,10000,2040200,0.0000,0.0019,8,0.0014,17,2.3239,0.0027,0.1,0.5,4
1,2,8,100,150.0,200,0.0000,,3,0.0038,1,0.0280,,,0.25,8
1,8,8,200,1200.0,1600,0.0000,,5,0.0035,8,0.1984,,,0.5,8
2,4,4,200,100000,160000,0.0000,,0,0.3718,0,23.9484,,,0.75,2
3,8,2,100,1000,3040100,0.0001,0.0000,1,0.0048,22,0.3319,0.0039,1,0.5,2
3,8,4,100,100000,3030200,0.0000,0.0001,4,0.0018,21,19.9217,0.0021,1,0.25,2
3,8,2,100,1000,2030300,0.0000,0.0000,3,0.0027,23,0.2231,0.0023,1,0.5,4
1,8,8,400,2400.0,3200,0.0001,,1,0.0144,20,1.2900,,518.,0.75,8
3,2,2,400,100000,64000400,0.0000,0.0000,7,0.0017,1,34.0088,0.0018,1,0.75,4
2,8,8,400,1000,482000,0.0000,,8,0.0063,20,0.3377,,,0.75,8
2,8,2,200,1000,200600,0.0000,0.0001,0,0.0014,27,0.2054,0.0021,0.7,0.75,2
2,8,2,400,10000,801200,0.0000,0.0000,1,0.0008,27,1.0461,0.0011,1,0.25,2
2,4,4,400,100000,480400,0.0000,0.0000,6,0.0009,4,13.5385,0.0012,1,0.25,8
1,8,4,400,2400.0,3200,0.0000,,9,0.0078,9,0.2866,,,0.25,4
1,8,8,200,1000,1600,0.0000,0.0000,5,0.0038,20,0.1513,0.0019,1,0.5,8
3,2,2,400,10000,64160000,0.0000,0.0000,1,0.0010,1,1.5628,0.0012,1,0.75,4
1,8,4,100,600.0,800,0.0000,,0,0.0044,9,0.1072,,,0.75,4
1,8,8,400,1000,3200,0.0000,,8,0.0107,11,0.2188,,,0.75,4
1,8,4,100,600.0,800,0.0000,,8,0.0101,10,0.1589,,,0.25,8
1,8,8,200,1000,1600,0.0000,,7,0.0036,20,0.1620,,,0.5,8
1,8,4,200,1000,1600,0.0000,,1,0.0021,3,0.1229,,,0.25,8
3,8,8,400,100000,192321200,0.0000,0.0000,1,0.0012,15,22.0653,0.0016,1,0.5,4
1,8,4,200,1200.0,1600,0.0001,0.0001,0,0.0071,10,0.2564,0.0051,1,0.25,8
3,8,4,100,100000,4010300,0.0000,0.0001,2,0.0026,21,27.3670,0.5264,1,0.25,2
1,8,8,400,2400.0,3200,0.0000,,9,0.0040,8,0.2362,,,0.25,8
2,8,4,200,10000,121000,0.0000,,2,0.0522,8,2.6060,,,0.75,8
3,8,2,100,100000,3020300,0.0000,0.0000,3,0.0012,15,27.0264,0.0020,1,0.25,4
3,8,4,400,10000,128321600,0.0000,0.0000,9,0.0010,15,2.7550,0.0017,1,0.5,4
3,8,2,100,10000,4010300,0.0000,0.0000,4,0.0110,15,2.7769,0.0020,1,0.25,4
3,8,4,200,100000,24120400,0.0000,0.0001,4,0.0014,1,23.0880,0.0016,1,0.25,8
2,8,4,400,1000,1120400,0.0000,,8,0.0042,16,0.1692,,,0.25,2
3,8,2,400,10000,192161600,0.0000,0.0001,9,0.0011,23,2.9497,0.0019,0.7,0.75,4
3,2,2,100,100000,1010000,0.0000,0.0000,6,0.0030,1,20.0791,0.0020,1,0.75,4
2,8,8,400,1000,1120400,0.0000,,8,0.0023,12,0.0875,,,0.25,2
3,2,2,400,1000,64160000,0.0000,0.0001,6,0.0008,1,0.1056,0.0012,0.5,0.5,4
3,8,4,100,10000,3020300,0.0000,0.0001,3,0.0016,21,1.2666,0.0021,0.1,0.5,2
3,8,2,100,1000,4010300,0.0000,0.0000,8,0.0028,15,0.1969,0.0033,1,0.25,4
3,8,2,100,1000,6010100,0.0000,0.0001,6,0.0015,23,0.2320,0.0023,0.4,0.75,4
3,8,2,100,100000,6020000,0.0000,0.0001,6,0.0015,28,19.4122,0.0019,0.5,0.25,2
2,8,4,200,1000,200600,0.0000,0.0001,9,0.0014,9,0.2216,0.0024,0.9,0.75,8
3,4,4,100,100000,1010200,0.0000,0.0000,0,0.0032,1,22.6160,0.0021,1,0.25,4
1,8,8,200,1200.0,1600,0.0000,0.0000,8,0.0024,20,0.1537,0.0019,1,0.25,8
2,4,4,200,1000,160000,0.0000,0.0000,3,0.0013,4,0.2069,0.0021,1,0.5,8
1,8,8,400,1000,3200,0.0000,,4,0.0039,20,0.0869,,,0.5,8
1,8,2,400,1000,3200,0.0000,0.0000,8,0.0027,12,0.0907,0.0015,1,0.5,4
3,8,8,200,1000,32040600,0.0000,,8,0.0039,23,0.1496,,,0.75,2
3,8,4,100,100000,3010400,0.0000,0.0000,8,0.0019,15,18.3963,0.0022,1,0.5,4
1,8,2,100,600.0,800,0.0000,,5,0.0054,9,0.1216,,,0.75,4
3,8,4,100,1000,4010300,0.0000,0.0002,7,0.0034,21,0.2468,0.0026,0.1,0.5,2
2,8,8,200,10000,41400,0.0000,0.0001,5,0.0013,1,2.3096,0.0023,0.8,0.75,2
3,2,2,200,10000,8040000,0.0000,0.0001,8,0.0016,1,2.5536,0.0027,0.5,0.5,4
1,8,8,100,600.0,800,0.0000,,5,0.0041,20,0.1050,,,0.5,8
3,8,8,200,10000,24040800,0.0000,0.0001,9,0.0015,17,2.7579,0.0025,0.6,0.75,4
3,8,8,200,100000,32080400,0.0000,0.0001,9,0.0011,23,23.4341,0.0015,0.1,0.75,2
3,8,4,200,1000,32160000,0.0000,0.0001,0,0.0016,21,0.2591,0.0026,0.7,0.75,2
2,8,2,400,10000,482000,0.0000,0.0000,6,0.0013,17,1.9435,0.0022,1,0.25,4
3,4,4,100,1000,3000100,0.0000,0.0000,2,0.0009,6,0.2514,0.0022,1,0.5,8
2,4,4,200,10000,80400,0.0000,0.0001,4,0.0012,0,1.8139,0.0017,0.8,0.75,2
2,8,2,200,10000,121000,0.0000,0.0001,4,0.0010,17,1.2511,0.0016,0.9,0.75,4
1,8,2,100,600.0,800,0.0000,,7,0.0025,12,0.0599,,,0.75,4
3,4,4,100,1000,2020000,0.0000,0.0001,2,0.0010,1,0.1206,0.0024,0.1,0.25,4
2,8,4,100,10000,50300,0.0000,0.0000,5,0.0009,8,1.2854,0.0013,1,0.25,8
3,8,8,200,10000,32080400,0.0000,,8,0.0056,15,1.4823,,,0.75,4
2,8,8,400,100000,960800,0.0000,0.0001,6,0.0015,20,18.0383,0.0024,0.6,0.75,8
3,8,4,200,100000,16041000,0.0000,0.0001,5,0.0013,21,23.5248,0.0014,0.2,0.75,2
3,8,2,400,10000,192480800,0.0000,0.0001,0,0.0011,28,1.3756,0.0015,0.7,0.75,2
2,8,8,100,1000,40400,0.0000,,0,0.0024,4,0.0947,,,0.25,8
2,4,4,200,10000,160000,0.0000,0.0002,3,0.0027,4,2.2925,0.0026,0.2,0.75,8
2,8,8,100,10000,60200,0.0000,,9,0.0024,4,1.3550,,,0.75,8
3,8,8,100,10000,3030200,0.0000,0.0000,5,0.0015,17,2.1500,0.0020,1,0.5,4
1,8,4,400,1000,3200,0.0000,,3,0.0063,3,0.1539,,218.,0.5,8
2,8,4,400,1000,960800,0.0000,,1,0.1416,9,0.3479,,,0.75,8
2,8,8,200,10000,121000,0.0000,0.0000,6,0.0025,4,2.0870,0.0022,1,0.75,8
2,8,4,100,1000,50300,0.0000,0.0000,6,0.0012,16,0.1707,0.0021,1,0.25,2
2,4,4,100,1000,20200,0.0000,,3,0.0045,0,0.1827,,,0.25,2
1,4,4,400,1200.0,1600,0.0000,,0,0.0036,5,0.1509,,,0.25,2
3,8,2,100,10000,1040300,0.0000,0.0000,7,0.0030,15,2.0267,0.0023,1,0.25,4
2,2,4,100,15000.0,20000,0.0000,0.0001,4,0.0015,0,3.4421,0.0025,0.5,0.75,2
1,8,8,400,2400.0,3200,0.0000,,1,0.0077,5,0.3788,,,0.5,2
3,8,8,400,100000,192321200,0.0000,0.0001,7,0.0016,23,23.6763,0.0024,0.5,0.75,2
2,2,4,100,1000,20000,0.0000,0.0000,1,0.0010,0,0.1336,0.0019,1,0.75,2
2,2,4,400,10000,320000,0.0000,0.0000,1,0.0010,0,1.3164,0.0013,1,0.75,2
1,4,4,400,1200.0,1600,0.0000,,2,0.0026,5,0.1192,,,0.75,2
2,8,2,400,1000,960800,0.0000,0.0001,8,0.0009,26,0.1336,0.0014,0.4,0.75,8
3,4,4,200,1000,8080200,0.0000,0.0001,8,0.0010,1,0.1353,0.0015,0.3,0.75,4
2,8,2,200,10000,240400,0.0000,0.0000,6,0.0017,27,1.0143,0.0013,1,0.25,2
1,8,2,200,1000,1600,0.0000,0.1674,9,0.5930,6,60.0003,59.0536,,0.75,8
2,2,4,400,1000,160400,0.0000,0.0000,6,0.0009,0,0.0969,0.0012,1,0.25,2
2,8,8,400,10000,482000,0.0000,0.0001,7,0.0010,20,1.2242,0.0015,0.1,0.5,8
1,8,4,200,1200.0,1600,0.0000,0.0003,7,0.2033,5,0.3337,0.0012,1,0.75,2
3,8,4,200,1000,24200000,0.0000,0.0000,5,0.0015,1,0.2557,0.0023,1,0.5,8
2,2,4,100,1000,20000,0.0000,0.0001,4,0.0960,0,0.3023,0.0019,1,0.25,2
