maximum.arity,number.of.predicates,number.of.variables,domain.size,number.of.facts,universe.size,Propagating evidence,Cycle breaking,instance,Grounding,number.of.independent.pairs,Total time,Compiling BDD,answer,proportion.probabilistic,maximum.number.of.nodes
2,4,4,100,15150.0,20200,0.0000,0.0001,7,0.0015,4,4.9788,0.0909,0.2,0.75,8
1,8,8,400,2400.0,3200,0.0000,,1,0.0033,20,0.3352,,,0.25,8
1,8,8,400,1000,3200,0.0000,,1,0.0044,20,0.1232,,518.,0.5,8
3,8,4,200,10000,32080400,0.0000,0.0036,8,15.7993,12,18.5182,0.0022,1,0.75,8
2,8,4,100,1000,50300,0.0000,0.0001,5,0.0021,8,0.3368,0.0029,0.2,0.75,8
2,8,2,400,1000,482000,0.0000,,1,0.0055,26,0.2083,,,0.25,8
3,8,4,400,10000,128481200,0.0000,0.0002,7,0.0033,27,2.1086,0.0027,0.3,0.5,2
3,8,4,400,10000,192161600,0.0000,,6,0.0159,3,2.2095,,,0.75,2
1,8,2,200,1000,1600,0.0000,,6,0.0133,12,0.1529,,,0.5,4
1,8,8,400,2400.0,3200,0.0000,0.0004,4,0.0041,5,0.5353,0.0032,0.54,0.75,2
2,4,4,400,10000,161200,0.0000,,8,0.0365,6,2.2955,,,0.5,4
2,8,2,100,10000,50300,0.0000,0.0000,4,0.0010,19,1.6779,0.0015,1,0.5,2
1,8,8,100,600.0,800,0.0000,,1,0.0026,22,0.0765,,,0.25,8
1,8,8,200,1000,1600,0.0000,,3,0.0044,5,0.1919,,,0.25,2
1,8,4,100,600.0,800,0.0000,,3,0.0031,10,0.1304,,,0.75,8
3,8,4,200,1000,32160000,0.0000,0.0001,4,0.0014,12,0.2710,0.0027,0.9,0.25,8
3,8,2,200,1000,24120400,0.0000,0.0003,4,0.0029,28,0.2672,0.0027,0.5,0.5,2
2,8,4,100,1000,50300,0.0000,0.0001,7,0.0014,8,0.2329,0.0028,0.2,0.25,8
3,8,4,200,100000,24080600,0.0000,,3,0.1282,21,28.5668,,,0.75,2
3,8,4,100,10000,4030100,0.0000,0.0000,2,0.0008,1,2.8727,0.0011,1,0.25,8
2,8,8,400,1000,801200,0.0000,,2,0.0066,12,0.1540,,,0.25,2
3,8,8,400,10000,64960400,0.0000,,2,0.0059,17,2.4004,,,0.5,4
3,8,2,400,10000,192321200,0.0000,0.0001,8,0.0013,8,2.7996,0.0022,0.1,0.75,4
2,8,2,100,10000,60200,0.0000,0.0002,1,0.0022,19,2.1706,0.0038,0.4,0.75,2
2,8,2,100,1000,30500,0.0000,,7,0.0114,27,0.4493,,,0.25,2
2,8,8,400,1000,960800,0.0000,0.0001,4,0.0244,1,0.2046,0.0017,1,0.5,2
3,8,8,400,10000,256320800,0.0000,0.0001,9,0.0015,23,2.1760,0.0025,0.6,0.5,2
3,8,2,400,10000,256161200,0.0000,0.0002,5,0.0096,28,2.8930,0.0038,0.4,0.75,2
1,4,4,100,300.0,400,0.0000,,9,0.0031,5,0.0482,,,0.25,2
3,8,8,200,100000,16080800,0.0000,,6,0.0543,15,19.5809,,,0.25,4
2,8,2,100,10000,40400,0.0000,0.0001,9,0.0010,17,1.3282,0.0014,0.8,0.75,4
1,4,2,400,1200.0,1600,0.0000,,9,0.0026,5,0.0931,,,0.25,4
1,4,4,400,1000,1600,0.0000,0.0001,1,0.0016,5,0.0968,0.0015,0.8,0.75,2
1,8,4,400,2400.0,3200,0.0000,,5,0.0044,9,0.2208,,,0.5,4
2,8,8,100,1000,30500,0.0000,,9,0.0024,12,0.0910,,,0.25,2
2,8,2,100,10000,50300,0.0000,0.0001,0,0.0009,27,1.1635,0.0015,0.7,0.5,2
2,8,4,100,10000,50300,0.0000,,9,0.0065,9,1.0332,,,0.25,8
3,8,4,400,1000,256320800,0.0000,0.0001,6,0.0011,12,0.1351,0.0015,0.8,0.5,8
1,2,8,400,600.0,800,0.0000,,0,0.0025,1,0.0619,,,0.25,8
3,8,8,200,10000,32040600,0.0000,0.0000,3,0.0010,17,1.2808,0.0013,1,0.25,4
1,8,8,100,600.0,800,0.0000,0.0005,8,0.0024,1,0.0665,0.0042,0.363,0.75,2
1,2,8,400,600.0,800,0.0000,,4,0.0025,1,0.0521,,,0.5,8
3,8,4,400,1000,128481200,0.0000,0.0000,7,0.0010,27,0.1005,0.0012,1,0.25,2
2,8,8,200,100000,160800,0.0000,0.0000,5,0.0014,12,18.6899,0.0022,1,0.75,2
2,4,4,400,1000,480400,0.0000,0.0001,0,0.0014,4,0.2356,0.0027,0.7,0.75,8
2,8,4,400,1000,960800,0.0000,0.0000,4,0.0026,8,0.1886,0.0021,1,0.25,8
2,8,4,100,30300.0,40400,0.0000,,7,53.7959,9,60.0003,,,0.75,8
3,8,8,200,100000,64000000,0.0000,0.0000,9,0.0010,15,18.2749,0.0026,1,0.25,4
2,4,4,200,10000,80400,0.0000,0.1532,5,0.5300,0,60.0003,58.1047,,0.5,2
2,8,8,400,10000,162800,0.0000,0.0001,5,0.0017,1,2.1676,0.0026,0.7,0.75,2
2,4,4,400,10000,320800,0.0000,,6,0.0333,6,1.5393,,,0.75,4
2,8,2,200,100000,160800,0.0000,0.0001,1,0.0010,17,23.3775,0.0015,0.2,0.75,4
1,8,4,100,600.0,800,0.0000,,5,0.0021,5,0.0537,,,0.25,2
1,8,2,200,1000,1600,0.0000,,4,0.0030,6,0.0786,,,0.25,8
3,4,8,100,10000,3010000,0.0000,,7,0.0164,1,1.4840,,,0.5,4
2,2,4,200,10000,40200,0.0000,0.0002,5,0.3549,0,1.5458,0.0013,1,0.5,2
2,8,2,400,1000,641600,0.0000,0.0001,7,0.0010,17,0.1246,0.0014,0.7,0.5,4
2,8,8,400,1000,322400,0.0000,0.0000,9,0.0025,20,0.1454,0.0022,1,0.25,8
1,8,8,200,1000,1600,0.0000,,8,0.0042,11,0.1810,,,0.75,4
3,2,2,400,100000,64160000,0.0000,0.0001,1,0.0017,1,25.4328,0.0043,0.2,0.75,4
2,8,4,100,10000,50300,0.0000,0.0000,7,0.0014,8,1.1841,0.0013,1,0.5,8
2,8,8,100,1000,40400,0.0000,0.0000,4,0.0009,12,0.1122,0.0013,1,0.5,2
3,2,2,100,10000,1000100,0.0000,0.0001,4,0.0012,1,1.6447,0.0017,0.4,0.75,4
2,8,2,100,10000,50300,0.0000,0.0000,6,0.0011,19,1.1070,0.0013,1,0.25,2
2,8,4,400,100000,641600,0.0000,,1,0.2439,16,19.6265,,,0.25,2
3,8,2,200,100000,40080200,0.0000,0.0000,7,0.0009,28,20.5202,0.0011,1,0.25,2
3,8,2,100,100000,2020400,0.0000,0.0000,6,0.0020,22,15.7989,0.0012,1,0.25,2
2,8,4,100,1000,40400,0.0000,0.0001,5,0.0010,9,0.1088,0.0015,0.2,0.75,8
3,8,4,100,1000,1050200,0.0000,0.0001,3,0.0020,12,0.1951,0.0019,1,0.5,8
3,8,2,200,100000,48000400,0.0001,0.0001,5,0.0041,15,20.9891,0.0023,0.9,0.5,4
2,8,8,400,1000,641600,0.0000,,0,0.0098,20,0.1537,,,0.25,8
3,8,4,200,1000,16120600,0.0000,0.0000,7,0.0025,27,0.1628,0.0018,1,0.25,2
2,8,4,400,1000,801200,0.0000,0.0001,0,0.0011,16,0.1908,0.0025,0.7,0.75,2
3,8,8,200,100000,40040400,0.0000,,4,0.3225,15,21.2147,,,0.25,4
2,8,8,200,1000,280200,0.0000,,8,0.0072,12,0.2682,,,0.75,2
2,4,4,400,100000,480400,0.0000,0.0000,7,0.0015,6,22.8121,0.0022,1,0.5,4
2,8,8,200,100000,160800,0.0000,,0,0.4006,20,24.1109,,422.,0.75,8
1,8,4,400,2400.0,3200,0.0000,0.0003,8,0.0021,3,0.2476,0.0021,0.5,0.25,8
3,8,2,100,100000,5020100,0.0000,0.0001,7,0.0012,28,22.5609,0.0015,0.6,0.75,2
2,8,2,100,45150.0,60200,0.0000,0.0000,8,0.0043,27,8.2409,0.0022,1,0.25,2
3,8,2,400,10000,192321200,0.0000,,4,0.0047,23,2.1221,,,0.25,4
2,8,4,200,1000,81200,0.0000,,0,0.0032,9,0.2046,,,0.75,8
2,8,8,100,30300.0,40400,0.0003,0.0001,5,0.0058,12,7.0763,0.0030,1,0.5,2
1,8,4,400,1000,3200,0.0000,0.0001,3,0.0027,9,0.1343,0.0095,0.8,0.25,4
1,8,2,200,1000,1600,0.0000,0.0000,6,0.0049,9,0.1676,0.0022,1,0.5,4
1,4,4,400,1000,1600,0.0000,,4,0.0033,5,0.1700,,,0.75,2
3,8,2,400,1000,192480800,0.0000,0.0001,0,0.0029,28,0.2358,0.0026,0.1,0.75,2
2,8,2,200,100000,240400,0.0000,0.0000,5,0.0011,27,22.8460,0.0017,1,0.25,2
3,8,2,400,100000,128321600,0.0000,0.0000,3,0.0009,22,22.2843,0.0010,1,0.25,2
2,8,2,100,10000,40400,0.0000,0.0001,9,0.0016,17,1.5527,0.0012,0.7,0.5,4
3,8,4,200,100000,24040800,0.0000,0.0001,3,0.0016,15,24.5880,0.0021,0.7,0.25,4
3,8,2,200,1000,24120400,0.0000,0.0001,2,0.0020,28,0.3058,0.0033,1,0.25,2
3,8,2,200,100000,24120400,0.0000,0.0001,0,0.0138,28,23.5436,0.0045,1,0.25,2
3,8,8,100,100000,3030200,0.0000,0.0001,5,0.0018,23,22.6755,0.0023,0.9,0.75,2
3,8,4,400,10000,256640000,0.0000,0.0001,0,0.0008,21,1.0723,0.0014,0.9,0.5,2
2,8,8,400,100000,641600,0.0000,0.0001,4,0.0012,20,18.4719,0.0022,0.1,0.5,8
1,8,2,400,1000,3200,0.0000,0.0002,3,0.0024,12,0.1586,0.0022,0.2,0.75,4
2,4,4,400,10000,320800,0.0000,,6,0.0889,6,2.8279,,,0.5,4
3,8,2,200,100000,24160200,0.0000,0.0004,8,0.0044,23,20.4811,0.0026,0.226,0.5,4
3,8,2,200,100000,16120600,0.0000,0.0000,0,0.0009,8,24.1889,0.0010,1,0.25,4
2,8,4,400,1000,322400,0.0000,,0,0.0030,9,0.1496,,,0.5,8
3,8,4,200,1000,32080400,0.0000,0.0006,3,0.0062,3,0.1514,0.0074,0.934176,0.75,2
2,8,8,400,10000,641600,0.0000,,0,0.0116,20,1.8959,,422.,0.5,8
3,8,2,400,100000,384320000,0.0000,0.0000,6,0.0023,28,18.8400,0.0022,1,0.25,2
1,4,2,200,600.0,800,0.0000,,8,59.8665,5,60.0000,,,0.75,4
3,4,4,200,10000,8120000,0.0000,0.0000,6,0.0008,1,1.7577,0.0011,1,0.5,4
2,8,8,400,1000,641600,0.0000,0.0001,1,0.0014,4,0.0810,0.0014,0.8,0.25,8
2,2,4,200,30150.0,40200,0.0000,0.0001,0,0.0009,0,3.9141,0.0013,0.4,0.5,2
2,4,4,200,1000,80400,0.0000,,9,0.0030,0,0.1712,,,0.5,2
2,4,4,100,10000,40000,0.0000,,3,0.0150,6,2.8913,,,0.75,4
2,4,4,100,10000,30100,0.0000,0.0002,7,0.0020,6,2.3803,0.0039,0.1,0.5,4
2,4,4,400,100000,320800,0.0000,,1,0.4146,0,21.7221,,,0.75,2
2,8,8,200,100000,160800,0.0000,,3,0.4915,12,23.6666,,,0.75,2
1,8,8,400,2400.0,3200,0.0000,,0,0.0027,20,0.2686,,,0.75,8
1,2,8,100,150.0,200,0.0000,0.0000,5,0.0019,1,0.0283,0.0018,1,0.5,8
1,8,8,400,1000,3200,0.0000,,4,0.0036,1,0.1556,,,0.25,2
2,8,2,100,1000,50300,0.0000,0.0002,0,0.0020,27,0.3183,0.0039,0.7,0.25,2
2,2,4,400,1000,160400,0.0000,0.0001,2,0.0015,0,0.1639,0.0021,0.4,0.5,2
2,8,2,400,1000,482000,0.0000,,4,0.0017,17,0.1501,,,0.75,4
3,8,2,200,10000,24160200,0.0000,0.0001,8,0.0014,23,1.4575,0.0020,0.8,0.75,4
2,8,8,100,22875.0,30500,0.0000,,1,56.3322,1,60.0002,,,0.25,2
2,8,4,100,10000,40400,0.0000,16.7094,5,41.9099,9,60.0002,,,0.25,8
2,4,4,400,1000,640000,0.0000,1.5469,1,3.1143,4,60.0004,55.1464,,0.5,8
3,8,2,200,1000,24080600,0.0000,0.0000,4,0.0014,23,0.2077,0.0021,1,0.25,4
3,4,4,200,10000,16040200,0.0000,0.0000,6,0.0016,6,2.2515,0.0021,1,0.25,8
3,8,4,100,100000,2030300,0.0000,0.0000,9,0.0009,27,21.3374,0.0012,1,0.25,2
1,8,4,200,1000,1600,0.0000,,8,0.0021,10,0.0983,,,0.75,8
2,8,2,200,90750.0,121000,0.0000,0.0001,6,0.0015,17,18.3748,0.0026,0.1,0.5,4
3,8,4,100,1000,3030200,0.0000,0.0001,7,0.0014,12,0.2477,0.0022,0.7,0.75,8
3,8,4,400,1000,384160400,0.0000,0.0000,1,0.0010,15,0.1442,0.0012,1,0.5,4
1,8,4,100,600.0,800,0.0000,,1,0.0033,9,0.0497,,,0.25,4
1,8,8,400,2400.0,3200,0.0000,,7,0.0025,15,0.1742,,,0.25,8
3,8,2,100,10000,3040100,0.0000,0.0001,1,0.0009,22,1.4191,0.0015,0.4,0.75,2
3,8,2,200,10000,24120400,0.0000,0.0001,9,0.0011,22,1.1404,0.0016,0.6,0.25,2
3,4,4,400,10000,64160800,0.0000,,9,0.0141,6,1.2646,,,0.5,8
2,8,8,200,100000,240400,0.0000,0.0000,9,0.0015,1,19.5322,0.0022,1,0.25,2
3,8,4,100,100000,4010300,0.0000,0.0001,1,0.0155,27,32.3900,0.0029,1,0.75,2
3,8,4,400,100000,192640400,0.0000,0.0001,0,0.0009,15,25.2298,0.0013,0.6,0.5,4
2,8,2,100,30300.0,40400,0.0000,0.0001,7,0.0015,17,6.1946,0.0027,0.3,0.75,4
3,8,4,200,100000,16120600,0.0000,0.0003,1,1.0296,1,25.6577,0.0020,1,0.25,8
3,8,2,400,100000,256320800,0.0000,0.0001,7,0.0009,22,20.3956,0.0013,0.8,0.25,2
2,8,8,400,100000,801200,0.0000,0.0000,2,0.0009,12,20.3234,0.0011,1,0.25,2
1,4,2,200,600.0,800,0.0000,,9,0.0018,5,0.0523,,,0.75,4
2,8,8,400,1000,482000,0.0000,,8,0.0029,20,0.0884,,,0.5,8
3,8,4,200,1000,40040400,0.0000,0.0000,8,0.0008,1,0.1056,0.0011,1,0.25,8
3,2,2,200,10000,8040000,0.0000,0.0004,8,0.0034,1,2.9976,0.0031,0.2,0.75,4
3,4,4,100,10000,3000100,0.0003,0.0007,5,0.0092,6,7.4384,0.0073,0.6,0.5,8
2,8,8,400,10000,482000,0.0000,0.0001,6,0.0012,12,1.7252,0.0022,0.4,0.25,2
3,8,4,100,1000,3020300,0.0000,0.0003,0,0.0026,3,0.7061,0.0146,1,0.75,2
2,8,4,400,100000,801200,0.0000,,5,0.0338,8,32.9959,,,0.75,8
3,8,2,200,100000,32040600,0.0000,0.0001,4,0.0023,15,28.0117,0.0039,0.3,0.5,4
1,8,2,400,2400.0,3200,0.0000,,0,0.0065,9,0.4594,,,0.75,4
3,8,4,200,100000,40080200,0.0000,0.0000,1,0.0041,3,23.3542,0.0022,1,0.25,2
3,8,4,400,100000,320160800,0.0000,0.0000,5,0.0009,3,26.8764,0.0012,1,0.75,2
1,8,8,100,600.0,800,0.0000,,7,0.0031,22,0.0605,,,0.5,8
2,8,4,100,37725.0,50300,0.0000,0.0001,9,0.0011,16,4.9367,0.0024,0.9,0.25,2
1,8,8,400,2400.0,3200,0.0000,,8,0.0025,22,0.2074,,,0.25,8
3,4,4,200,10000,8080200,0.0000,0.0004,8,0.0071,1,2.0238,0.0034,0.24,0.25,4
3,2,2,200,100000,8000200,0.0000,0.0000,4,0.0014,1,24.7524,0.0010,1,0.5,4
3,4,8,100,10000,2010100,0.0000,,8,0.0482,1,2.1692,,,0.75,4
2,4,4,100,1000,20200,0.0000,0.0000,9,0.0009,0,0.0884,0.0014,1,0.25,2
3,4,4,400,100000,64320400,0.0000,,3,0.1665,6,22.4911,,,0.5,8
3,8,4,100,10000,4020200,0.0000,0.0001,5,0.0010,15,1.7199,0.0014,0.3,0.75,4
1,2,8,400,600.0,800,0.0000,0.0000,6,0.0021,1,0.0765,0.0020,1,0.25,8
3,8,8,200,100000,32080400,0.0000,,1,0.0811,23,17.6117,,,0.75,2
2,8,4,400,100000,641600,0.0000,,3,0.5176,9,18.1894,,,0.25,8
2,8,2,100,10000,40400,0.0000,0.0001,8,0.0031,19,1.5001,0.0022,0.1,0.5,2
3,8,8,200,1000,16120600,0.0000,0.0002,6,0.0022,17,0.2064,0.0045,0.2,0.5,4
1,8,4,200,1000,1600,0.0000,,9,0.0030,5,0.0763,,,0.25,2
3,8,2,200,1000,24120400,0.0000,0.0001,9,0.0016,22,0.1193,0.0013,0.1,0.75,2
2,8,8,400,100000,960800,0.0000,0.0001,9,0.0015,4,13.5652,0.0041,0.1,0.5,8
1,8,2,100,600.0,800,0.0000,0.0002,7,0.2075,12,0.2844,0.0030,1,0.25,4
1,8,8,400,1000,3200,0.0000,,8,0.0029,15,0.0809,,,0.75,8
3,8,2,100,10000,3020300,0.0000,0.0001,1,0.0012,28,1.5460,0.0023,0.8,0.75,2
3,2,2,400,10000,64000400,0.0000,0.0000,9,0.0011,1,2.1248,0.0013,1,0.5,4
2,8,4,400,100000,960800,0.0000,,4,1.1543,8,23.8623,,,0.75,8
1,4,2,400,1200.0,1600,0.0000,0.0001,0,0.0014,5,0.1067,0.0013,0.2,0.5,4
3,8,8,100,100000,3020300,0.0000,,7,0.1888,17,26.6847,,,0.5,4
1,8,2,400,1000,3200,0.0000,,9,0.0045,12,0.1355,,,0.5,4
3,8,2,400,1000,128321600,0.0000,0.0001,3,0.0015,22,0.2328,0.0025,0.4,0.75,2
3,8,4,200,10000,24120400,0.0000,0.0000,4,0.0014,21,2.1510,0.0020,1,0.25,2
2,8,8,200,10000,240400,0.0000,0.0000,4,0.0012,1,2.3006,0.0018,1,0.75,2
3,8,4,100,1000,4020200,0.0000,0.0000,1,0.0022,12,0.1923,0.0033,1,0.25,8
1,8,8,200,1000,1600,0.0000,,3,0.0030,15,0.1334,,,0.25,8
3,8,2,400,100000,256161200,0.0000,0.0000,6,0.0009,8,24.5194,0.0024,1,0.5,4
2,8,4,400,10000,801200,0.0000,0.0000,3,0.0008,8,1.7213,0.0010,1,0.5,8
3,8,4,400,10000,320320400,0.0000,0.0001,7,0.0009,15,1.3243,0.0013,0.9,0.75,4
3,8,4,400,10000,128640800,0.0000,0.0014,8,0.0085,21,2.5226,0.0154,0.84,0.5,2
2,2,4,100,1000,10100,0.0000,,7,0.0064,0,0.1126,,,0.25,2
3,8,4,400,10000,256320800,0.0000,0.0000,1,0.0008,12,1.6313,0.0012,1,0.5,8
3,8,2,200,100000,40080200,0.0000,0.0000,3,0.0009,28,20.5450,0.0009,1,0.25,2
2,8,8,400,10000,641600,0.0000,0.0001,2,0.0008,20,1.0590,0.0013,0.4,0.75,8
2,8,8,400,1000,482000,0.0000,,1,0.0033,1,0.2181,,,0.75,2
3,8,4,200,100000,32080400,0.0000,,3,0.1198,3,17.1921,,,0.25,2
1,4,2,400,1200.0,1600,0.0000,0.0000,0,0.0015,5,0.1055,0.0010,1,0.75,4
3,8,2,400,1000,192161600,0.0000,0.0001,9,0.0008,23,0.0860,0.0013,0.8,0.25,4
3,4,4,100,1000,1030000,0.0000,,6,0.0020,1,0.0924,,,0.25,4
1,8,8,100,600.0,800,0.0000,,5,0.0026,1,0.0477,,,0.5,2
2,8,2,100,22875.0,30500,0.0000,0.0001,4,0.0010,17,3.3506,0.0028,0.5,0.75,4
2,8,4,400,1000,801200,0.0000,,6,0.0039,8,0.0970,,,0.5,8
3,8,2,200,1000,48080000,0.0000,0.0001,6,0.0022,28,0.2097,0.0036,1,0.25,2
2,4,4,100,1000,40000,0.0000,,0,0.0043,0,0.1622,,,0.25,2
3,4,4,100,100000,3000100,0.0000,0.0001,7,0.0030,1,27.9218,0.0038,0.6,0.5,4
3,8,4,200,100000,24120400,0.0000,0.0000,0,0.0014,12,23.9903,0.0019,1,0.25,8
3,8,8,400,1000,128640800,0.0000,0.0001,8,0.0037,17,0.1931,0.0023,0.4,0.5,4
2,2,4,200,30150.0,40200,0.0000,0.0001,6,0.0011,0,4.3201,0.0028,0.1,0.75,2
3,8,4,200,100000,32120200,0.0000,0.0000,9,0.0012,3,20.7783,0.0018,1,0.25,2
1,8,4,400,1000,3200,0.0000,0.0042,1,2.6849,10,2.8159,0.0021,1,0.25,8
3,8,4,400,10000,192480800,0.0000,0.0001,2,0.0009,3,2.1443,0.0013,0.3,0.75,2
1,8,4,200,1000,1600,0.0000,,7,0.0020,9,0.0826,,,0.5,4
2,8,4,100,1000,30500,0.0000,0.0000,9,0.0014,8,0.2630,0.0021,1,0.5,8
2,8,2,100,30300.0,40400,0.0000,0.0001,5,0.0020,19,7.2535,0.0034,1,0.25,2
2,8,2,400,100000,960800,0.0000,0.0001,4,0.0015,26,40.5331,0.0051,0.1,0.75,8
3,4,8,100,1000,3000100,0.0000,0.0001,3,0.0008,1,0.1231,0.0034,0.7,0.5,4
2,8,4,100,30300.0,40400,0.0000,0.0000,3,0.0018,9,5.4962,0.0032,1,0.25,8
1,8,4,200,1200.0,1600,0.0000,,1,0.0042,3,0.1623,,,0.75,8
3,4,4,400,100000,192000400,0.0000,0.0000,4,0.0015,6,29.2037,0.0020,1,0.5,8
3,2,2,100,1000,1010000,0.0000,0.0000,6,0.0008,1,0.0967,0.0011,1,0.25,4
3,8,4,100,1000,1050200,0.0000,0.0000,3,0.0009,12,0.0944,0.0012,1,0.25,8
3,8,8,400,1000,192480800,0.0000,0.0000,5,0.0014,17,0.0974,0.0010,1,0.25,4
2,4,4,200,10000,80400,0.0000,,9,0.0226,6,1.5421,,,0.75,4
3,8,2,200,1000,40040400,0.0000,0.0001,0,0.0020,22,0.3357,0.0034,1,0.25,2
2,4,4,400,10000,320800,0.0000,,7,57.8093,4,60.0005,,,0.75,8
2,8,8,100,1000,60200,0.0000,0.0006,3,0.1085,4,0.2477,0.0018,1,0.5,8
2,8,8,400,1000,960800,0.0000,,4,0.0042,1,0.0844,,,0.25,2
1,8,4,200,1000,1600,0.0000,,8,0.0038,9,0.0845,,,0.75,4
1,8,4,400,2400.0,3200,0.0000,,8,0.0038,9,0.2870,,,0.25,4
3,4,8,400,10000,64001200,0.0000,0.0001,9,0.0010,1,2.3863,0.0014,0.6,0.75,4
2,4,4,400,100000,640000,0.0000,,1,0.3751,4,24.4551,,,0.75,8
1,2,8,400,600.0,800,0.0000,,1,0.0035,1,0.0867,,,0.5,8
2,2,4,200,1000,40200,0.0000,,7,0.0051,0,0.1836,,,0.5,2
2,8,8,400,10000,482000,0.0000,,0,0.0180,1,2.7638,,,0.75,2
3,8,8,100,100000,3020300,0.0000,,7,0.0943,23,27.7451,,,0.75,2
3,4,4,400,100000,64320400,0.0000,0.0001,8,0.0035,1,22.3314,0.0019,1,0.25,4
3,8,2,200,1000,32080400,0.0000,0.0000,7,0.0011,22,0.3556,0.0017,1,0.25,2
1,8,8,200,1200.0,1600,0.0000,,4,0.0028,22,0.1436,,,0.25,8
3,8,4,200,100000,24080600,0.0000,,6,0.0038,15,30.5073,,,0.75,4
3,4,4,100,1000,1020100,0.0000,,3,0.0026,6,0.1153,,,0.25,8
3,8,4,400,10000,256320800,0.0000,,8,0.0070,27,1.1934,,,0.25,2
3,8,4,400,10000,192321200,0.0000,,3,0.0029,21,1.1670,,,0.25,2
2,8,8,400,10000,641600,0.0000,0.0001,4,0.0010,12,1.1308,0.0015,0.3,0.5,2
3,8,4,100,1000,4020200,0.0000,0.0001,3,0.0013,3,0.2335,0.0024,0.6,0.75,2
3,8,2,100,100000,3030200,0.0000,0.0000,0,0.0015,28,29.4601,0.0017,1,0.25,2
3,8,4,100,10000,4010300,0.0003,0.0002,6,0.0064,27,3.1917,0.0088,0.1,0.5,2
3,8,4,200,10000,16120600,0.0000,,2,0.0068,27,2.7456,,,0.75,2
3,8,8,100,10000,2030300,0.0000,0.0001,6,0.0009,17,1.4196,0.0012,0.6,0.5,4
3,8,8,100,1000,3030200,0.0000,,4,0.0228,17,0.2281,,,0.5,4
2,4,4,200,10000,120200,0.0000,0.0000,6,0.0011,4,3.1216,0.0018,1,0.75,8
3,8,2,200,100000,16200200,0.0000,0.0001,5,0.0011,23,25.7810,0.0014,0.2,0.5,4
3,8,4,400,10000,192321200,0.0002,0.0004,6,1.9048,15,5.3120,0.0024,0.3,0.25,4
1,8,8,200,1000,1600,0.0000,0.0000,2,0.0030,20,0.1190,0.0019,1,0.25,8
2,8,2,100,10000,60200,0.0000,0.0000,8,0.0008,26,1.0262,0.0011,1,0.25,8
1,8,2,100,600.0,800,0.0000,0.0002,6,0.0027,12,0.0844,0.0023,0.5,0.5,4
2,8,8,400,100000,641600,0.0000,0.0000,4,0.0017,12,29.3748,0.0022,1,0.5,2
3,8,4,200,100000,32040600,0.0000,,6,0.4727,27,41.9646,,,0.5,2
3,8,2,100,1000,1030400,0.0000,0.0001,5,0.0016,22,0.4478,0.0026,0.4,0.75,2
1,8,2,400,2400.0,3200,0.0000,,8,0.0050,6,0.7764,,,0.75,8
3,8,2,200,100000,24120400,0.0000,0.0001,7,0.0009,23,34.2976,0.0012,0.5,0.75,4
3,8,4,400,100000,192640400,0.0000,,0,0.1779,15,21.8661,,,0.25,4
3,8,4,200,100000,32080400,0.0000,0.0001,0,0.0014,1,25.8307,0.0026,0.5,0.5,8
3,2,2,200,1000,8040000,0.0000,0.0001,3,0.0014,1,0.2409,0.0023,0.1,0.75,4
3,8,4,100,100000,3030200,0.0000,0.0000,7,0.0012,12,25.0993,0.0010,1,0.5,8
1,8,4,200,1000,1600,0.0000,,2,0.0044,9,0.2271,,,0.5,4
1,8,8,200,1000,1600,0.0000,0.0000,6,0.0032,8,0.1410,0.0019,1,0.5,8
1,8,8,200,1200.0,1600,0.0000,,0,0.0021,20,0.1089,,,0.75,8
2,4,4,200,1000,80400,0.0000,0.0134,5,0.6951,0,0.8118,0.0011,1,0.5,2
1,8,4,100,600.0,800,0.0000,0.0002,1,0.0017,9,0.0640,0.0017,0.8,0.75,4
3,4,4,100,1000,2020000,0.0000,0.0000,2,0.0010,1,0.3448,0.0013,1,0.75,4
2,8,4,100,30300.0,40400,0.0000,,7,0.0187,16,3.4914,,,0.5,2
1,8,4,100,600.0,800,0.0000,,9,0.0037,9,0.0653,,,0.75,4
2,8,8,100,1000,50300,0.0000,,5,0.0021,20,0.1238,,,0.75,8
1,8,2,200,1000,1600,0.0000,0.0001,4,0.0018,9,0.0925,0.0014,0.3,0.5,4
2,2,4,200,1000,80000,0.0000,0.0001,1,0.0010,0,0.1267,0.0015,0.6,0.75,2
2,8,2,200,1000,240400,0.0000,0.0001,1,0.0011,19,0.1268,0.0015,0.7,0.75,2
2,8,2,100,10000,40400,0.0000,0.0000,3,0.0009,17,1.1409,0.0012,1,0.5,4
2,8,8,100,1000,60200,0.0000,0.0000,4,0.0009,1,0.1084,0.0011,1,0.25,2
1,8,8,200,1200.0,1600,0.0000,,0,0.0047,22,0.1078,,,0.5,8
3,8,2,200,1000,24040800,0.0000,,9,59.8750,23,60.0002,,,0.5,4
3,8,4,400,1000,192800000,0.0000,0.0001,5,0.0021,1,0.4292,0.0032,1,0.25,8
3,8,4,100,10000,4010300,0.0000,0.0001,7,0.0013,21,2.6023,0.0025,0.2,0.75,2
3,8,4,400,1000,256320800,0.0000,0.0542,1,0.3021,21,60.0002,59.2923,,0.75,2
2,8,8,200,90750.0,121000,0.0000,0.0000,7,0.0009,20,17.4221,0.0010,1,0.25,8
3,8,2,200,100000,24040800,0.0000,0.0000,8,0.0014,28,32.3807,0.0020,1,0.75,2
